date,generacion_GWh,capacidad_efectiva_neta_mv,str_date
2009-01-26,152.002,13478.53,2009 enero 26
2009-01-27,156.21,13478.53,2009 enero 27
2009-01-28,157.398,13478.53,2009 enero 28
2009-01-29,161.234,13478.53,2009 enero 29
2009-01-30,157.889,13478.53,2009 enero 30
2009-01-31,146.22,13478.53,2009 enero 31
2009-02-01,125.992,13478.53,2009 febrero 01
2009-02-02,153.538,13478.53,2009 febrero 02
2009-02-03,158.1,13478.53,2009 febrero 03
2009-02-04,157.598,13478.53,2009 febrero 04
2009-02-05,155.947,13479.28,2009 febrero 05
2009-02-06,156.3,13479.28,2009 febrero 06
2009-02-07,150.768,13479.28,2009 febrero 07
2009-02-08,128.235,13479.28,2009 febrero 08
2009-02-09,158.669,13479.28,2009 febrero 09
2009-02-10,162.583,13479.28,2009 febrero 10
2009-02-11,161.808,13479.28,2009 febrero 11
2009-02-12,162.056,13479.28,2009 febrero 12
2009-02-13,161.422,13479.28,2009 febrero 13
2009-02-14,146.967,13479.28,2009 febrero 14
2009-02-15,126.999,13479.28,2009 febrero 15
2009-02-16,154.809,13479.28,2009 febrero 16
2009-02-17,156.949,13479.28,2009 febrero 17
2009-02-18,158.92,13479.28,2009 febrero 18
2009-02-19,157.11,13479.28,2009 febrero 19
2009-02-20,159.315,13479.28,2009 febrero 20
2009-02-21,148.671,13479.28,2009 febrero 21
2009-02-22,129.292,13479.28,2009 febrero 22
2009-02-23,154.921,13479.28,2009 febrero 23
2009-02-24,153.562,13479.28,2009 febrero 24
2009-02-25,159.079,13479.28,2009 febrero 25
2009-02-26,160.816,13479.28,2009 febrero 26
2009-02-27,160.684,13479.28,2009 febrero 27
2009-02-28,150.324,13479.28,2009 febrero 28
2009-03-01,130.716,13479.28,2009 marzo 01
2009-03-02,152.294,13479.28,2009 marzo 02
2009-03-03,156.283,13479.28,2009 marzo 03
2009-03-04,159.104,13479.28,2009 marzo 04
2009-03-05,158.268,13479.28,2009 marzo 05
2009-03-06,159.112,13479.28,2009 marzo 06
2009-03-07,150.078,13479.28,2009 marzo 07
2009-03-08,133.856,13479.28,2009 marzo 08
2009-03-09,159.323,13479.28,2009 marzo 09
2009-03-10,160.695,13479.28,2009 marzo 10
2009-03-11,162.925,13479.28,2009 marzo 11
2009-03-12,163.399,13479.28,2009 marzo 12
2009-03-13,163.034,13479.28,2009 marzo 13
2009-03-14,155.566,13479.28,2009 marzo 14
2009-03-15,136.265,13479.28,2009 marzo 15
2009-03-16,162.759,13479.28,2009 marzo 16
2009-03-17,164.363,13479.28,2009 marzo 17
2009-03-18,163.879,13479.28,2009 marzo 18
2009-03-19,163.52,13479.28,2009 marzo 19
2009-03-20,162.66,13479.28,2009 marzo 20
2009-03-21,151.866,13479.28,2009 marzo 21
2009-03-22,127.755,13479.28,2009 marzo 22
2009-03-23,133.139,13479.28,2009 marzo 23
2009-03-24,152.886,13479.28,2009 marzo 24
2009-03-25,153.551,13479.28,2009 marzo 25
2009-03-26,153.375,13479.28,2009 marzo 26
2009-03-27,156.234,13479.28,2009 marzo 27
2009-03-28,145.484,13479.28,2009 marzo 28
2009-03-29,127.578,13479.28,2009 marzo 29
2009-03-30,156.959,13479.28,2009 marzo 30
2009-03-31,157.545,13479.28,2009 marzo 31
2009-04-01,155.122,13479.28,2009 abril 01
2009-04-02,154.967,13479.28,2009 abril 02
2009-04-03,157.111,13479.28,2009 abril 03
2009-04-04,149.104,13479.28,2009 abril 04
2009-04-05,134.291,13479.28,2009 abril 05
2009-04-06,154.045,13479.28,2009 abril 06
2009-04-07,161.35,13479.28,2009 abril 07
2009-04-08,156.06,13479.28,2009 abril 08
2009-04-09,129.217,13479.28,2009 abril 09
2009-04-10,118.934,13479.28,2009 abril 10
2009-04-11,136.225,13479.28,2009 abril 11
2009-04-12,129.8,13479.28,2009 abril 12
2009-04-13,156.999,13479.28,2009 abril 13
2009-04-14,163.066,13479.28,2009 abril 14
2009-04-15,158.93,13479.28,2009 abril 15
2009-04-16,159.093,13479.28,2009 abril 16
2009-04-17,157.626,13479.28,2009 abril 17
2009-04-18,148.641,13479.28,2009 abril 18
2009-04-19,131.458,13479.28,2009 abril 19
2009-04-20,155.134,13479.28,2009 abril 20
2009-04-21,158.305,13479.28,2009 abril 21
2009-04-22,159.945,13479.28,2009 abril 22
2009-04-23,156.052,13479.28,2009 abril 23
2009-04-24,157.513,13479.28,2009 abril 24
2009-04-25,153.755,13479.28,2009 abril 25
2009-04-26,131.546,13479.28,2009 abril 26
2009-04-27,160.822,13479.28,2009 abril 27
2009-04-28,161.512,13479.28,2009 abril 28
2009-04-29,158.2,13479.28,2009 abril 29
2009-04-30,153.481,13479.28,2009 abril 30
2009-05-01,131.181,13479.28,2009 mayo 01
2009-05-02,136.571,13479.28,2009 mayo 02
2009-05-03,123.702,13479.28,2009 mayo 03
2009-05-04,149.857,13479.28,2009 mayo 04
2009-05-05,154.736,13479.28,2009 mayo 05
2009-05-06,159.974,13479.28,2009 mayo 06
2009-05-07,166.454,13479.28,2009 mayo 07
2009-05-08,164.326,13479.28,2009 mayo 08
2009-05-09,157.014,13479.28,2009 mayo 09
2009-05-10,138.082,13479.28,2009 mayo 10
2009-05-11,164.565,13479.28,2009 mayo 11
2009-05-12,168.097,13479.28,2009 mayo 12
2009-05-13,165.283,13479.28,2009 mayo 13
2009-05-14,166.131,13479.28,2009 mayo 14
2009-05-15,163.959,13479.28,2009 mayo 15
2009-05-16,154.855,13479.28,2009 mayo 16
2009-05-17,136.807,13479.28,2009 mayo 17
2009-05-18,162.654,13499.18,2009 mayo 18
2009-05-19,164.934,13499.18,2009 mayo 19
2009-05-20,158.369,13499.18,2009 mayo 20
2009-05-21,155.832,13499.18,2009 mayo 21
2009-05-22,155.041,13499.18,2009 mayo 22
2009-05-23,146.578,13499.18,2009 mayo 23
2009-05-24,129.422,13499.18,2009 mayo 24
2009-05-25,131.01,13499.18,2009 mayo 25
2009-05-26,156.149,13499.18,2009 mayo 26
2009-05-27,159.894,13499.18,2009 mayo 27
2009-05-28,160.567,13499.18,2009 mayo 28
2009-05-29,158.872,13499.18,2009 mayo 29
2009-05-30,148.829,13499.18,2009 mayo 30
2009-05-31,135.782,13499.18,2009 mayo 31
2009-06-01,160.044,13499.18,2009 junio 01
2009-06-02,165.892,13499.18,2009 junio 02
2009-06-03,166.836,13499.18,2009 junio 03
2009-06-04,160.213,13499.18,2009 junio 04
2009-06-05,158.272,13499.18,2009 junio 05
2009-06-06,148.387,13499.18,2009 junio 06
2009-06-07,129.819,13499.18,2009 junio 07
2009-06-08,155.351,13499.18,2009 junio 08
2009-06-09,157.304,13499.18,2009 junio 09
2009-06-10,155.45,13499.18,2009 junio 10
2009-06-11,156.386,13499.18,2009 junio 11
2009-06-12,156.247,13499.18,2009 junio 12
2009-06-13,146.445,13499.18,2009 junio 13
2009-06-14,124.289,13499.18,2009 junio 14
2009-06-15,130.056,13499.18,2009 junio 15
2009-06-16,154.153,13499.18,2009 junio 16
2009-06-17,156.778,13499.18,2009 junio 17
2009-06-18,161.612,13499.18,2009 junio 18
2009-06-19,160.618,13499.18,2009 junio 19
2009-06-20,148.447,13499.18,2009 junio 20
2009-06-21,127.368,13499.18,2009 junio 21
2009-06-22,130.209,13499.18,2009 junio 22
2009-06-23,160.605,13499.18,2009 junio 23
2009-06-24,162.028,13499.18,2009 junio 24
2009-06-25,161.049,13499.18,2009 junio 25
2009-06-26,161.949,13499.18,2009 junio 26
2009-06-27,149.024,13499.18,2009 junio 27
2009-06-28,125.932,13499.18,2009 junio 28
2009-06-29,130.601,13499.18,2009 junio 29
2009-06-30,149.325,13499.18,2009 junio 30
2009-07-01,152.797,13499.18,2009 julio 01
2009-07-02,152.962,13499.18,2009 julio 02
2009-07-03,153.236,13499.18,2009 julio 03
2009-07-04,143.21,13499.18,2009 julio 04
2009-07-05,126.418,13499.18,2009 julio 05
2009-07-06,151.357,13499.18,2009 julio 06
2009-07-07,157.027,13499.18,2009 julio 07
2009-07-08,155.284,13499.18,2009 julio 08
2009-07-09,154.824,13499.18,2009 julio 09
2009-07-10,156.606,13499.18,2009 julio 10
2009-07-11,147.222,13499.18,2009 julio 11
2009-07-12,128.329,13499.18,2009 julio 12
2009-07-13,155.536,13499.18,2009 julio 13
2009-07-14,159.845,13499.18,2009 julio 14
2009-07-15,156.691,13499.18,2009 julio 15
2009-07-16,158.612,13499.18,2009 julio 16
2009-07-17,160.318,13499.18,2009 julio 17
2009-07-18,149.699,13499.18,2009 julio 18
2009-07-19,130.427,13499.18,2009 julio 19
2009-07-20,132.632,13499.18,2009 julio 20
2009-07-21,155.199,13499.18,2009 julio 21
2009-07-22,156.055,13499.18,2009 julio 22
2009-07-23,157.553,13499.18,2009 julio 23
2009-07-24,167.363,13499.18,2009 julio 24
2009-07-25,155.18,13499.18,2009 julio 25
2009-07-26,134.297,13499.18,2009 julio 26
2009-07-27,163.959,13499.18,2009 julio 27
2009-07-28,163.883,13499.18,2009 julio 28
2009-07-29,160.776,13499.18,2009 julio 29
2009-07-30,159.352,13499.18,2009 julio 30
2009-07-31,159.435,13499.18,2009 julio 31
2009-08-01,149.726,13499.18,2009 agosto 01
2009-08-02,132.1,13499.18,2009 agosto 02
2009-08-03,163.855,13499.18,2009 agosto 03
2009-08-04,161.065,13499.18,2009 agosto 04
2009-08-05,159.291,13499.18,2009 agosto 05
2009-08-06,158.017,13499.18,2009 agosto 06
2009-08-07,145.293,13499.18,2009 agosto 07
2009-08-08,149.226,13499.18,2009 agosto 08
2009-08-09,132.904,13499.18,2009 agosto 09
2009-08-10,153.735,13499.18,2009 agosto 10
2009-08-11,161.738,13499.18,2009 agosto 11
2009-08-12,159.53,13499.18,2009 agosto 12
2009-08-13,160.994,13499.18,2009 agosto 13
2009-08-14,161.097,13499.18,2009 agosto 14
2009-08-15,152.563,13499.18,2009 agosto 15
2009-08-16,132.14,13499.18,2009 agosto 16
2009-08-17,139.234,13499.18,2009 agosto 17
2009-08-18,162.782,13499.18,2009 agosto 18
2009-08-19,163.069,13499.18,2009 agosto 19
2009-08-20,161.7,13499.18,2009 agosto 20
2009-08-21,163.485,13499.18,2009 agosto 21
2009-08-22,152.873,13499.18,2009 agosto 22
2009-08-23,136.772,13499.18,2009 agosto 23
2009-08-24,161.747,13499.18,2009 agosto 24
2009-08-25,166.264,13499.18,2009 agosto 25
2009-08-26,167.264,13499.18,2009 agosto 26
2009-08-27,166.545,13499.18,2009 agosto 27
2009-08-28,166.52,13499.18,2009 agosto 28
2009-08-29,152.769,13499.18,2009 agosto 29
2009-08-30,130.526,13499.18,2009 agosto 30
2009-08-31,156.617,13499.18,2009 agosto 31
2009-09-01,163.172,13499.18,2009 septiembre 01
2009-09-02,166.843,13499.18,2009 septiembre 02
2009-09-03,169.137,13499.18,2009 septiembre 03
2009-09-04,164.437,13499.18,2009 septiembre 04
2009-09-05,156.463,13499.18,2009 septiembre 05
2009-09-06,141.426,13499.18,2009 septiembre 06
2009-09-07,167.714,13499.18,2009 septiembre 07
2009-09-08,170.684,13499.18,2009 septiembre 08
2009-09-09,164.798,13499.18,2009 septiembre 09
2009-09-10,165.74,13499.18,2009 septiembre 10
2009-09-11,166.731,13499.18,2009 septiembre 11
2009-09-12,155.179,13499.18,2009 septiembre 12
2009-09-13,140.44,13499.18,2009 septiembre 13
2009-09-14,168.069,13499.18,2009 septiembre 14
2009-09-15,165.368,13499.18,2009 septiembre 15
2009-09-16,163.923,13499.18,2009 septiembre 16
2009-09-17,162.172,13499.18,2009 septiembre 17
2009-09-18,167.064,13499.18,2009 septiembre 18
2009-09-19,159.372,13499.18,2009 septiembre 19
2009-09-20,141.451,13499.18,2009 septiembre 20
2009-09-21,165.712,13499.18,2009 septiembre 21
2009-09-22,170.235,13499.18,2009 septiembre 22
2009-09-23,169.39,13499.18,2009 septiembre 23
2009-09-24,170.296,13499.18,2009 septiembre 24
2009-09-25,172.414,13499.18,2009 septiembre 25
2009-09-26,160.934,13499.18,2009 septiembre 26
2009-09-27,143.625,13499.18,2009 septiembre 27
2009-09-28,166.852,13499.18,2009 septiembre 28
2009-09-29,170.721,13499.18,2009 septiembre 29
2009-09-30,169.744,13499.18,2009 septiembre 30
2009-10-01,170.225,13499.18,2009 octubre 01
2009-10-02,165.598,13499.18,2009 octubre 02
2009-10-03,151.644,13499.18,2009 octubre 03
2009-10-04,133.695,13499.18,2009 octubre 04
2009-10-05,159.831,13499.18,2009 octubre 05
2009-10-06,164.23,13499.18,2009 octubre 06
2009-10-07,165.827,13499.18,2009 octubre 07
2009-10-08,164.413,13499.18,2009 octubre 08
2009-10-09,164.581,13499.18,2009 octubre 09
2009-10-10,154.989,13499.18,2009 octubre 10
2009-10-11,133.63,13499.18,2009 octubre 11
2009-10-12,134.152,13499.18,2009 octubre 12
2009-10-13,158.393,13499.18,2009 octubre 13
2009-10-14,158.929,13499.18,2009 octubre 14
2009-10-15,156.176,13499.18,2009 octubre 15
2009-10-16,158.283,13499.18,2009 octubre 16
2009-10-17,151.379,13499.18,2009 octubre 17
2009-10-18,134.074,13499.18,2009 octubre 18
2009-10-19,156.056,13499.18,2009 octubre 19
2009-10-20,157.431,13499.18,2009 octubre 20
2009-10-21,158.219,13499.18,2009 octubre 21
2009-10-22,158.28,13499.18,2009 octubre 22
2009-10-23,160.95,13499.18,2009 octubre 23
2009-10-24,151.784,13499.18,2009 octubre 24
2009-10-25,134.848,13499.18,2009 octubre 25
2009-10-26,158.298,13499.18,2009 octubre 26
2009-10-27,164.426,13499.18,2009 octubre 27
2009-10-28,162.677,13499.18,2009 octubre 28
2009-10-29,162.772,13499.18,2009 octubre 29
2009-10-30,159.877,13499.18,2009 octubre 30
2009-10-31,145.727,13513.18,2009 octubre 31
2009-11-01,129.846,13513.18,2009 noviembre 01
2009-11-02,133.541,13513.18,2009 noviembre 02
2009-11-03,156.281,13513.18,2009 noviembre 03
2009-11-04,159.728,13513.18,2009 noviembre 04
2009-11-05,160.658,13513.18,2009 noviembre 05
2009-11-06,159.597,13513.18,2009 noviembre 06
2009-11-07,151.528,13513.18,2009 noviembre 07
2009-11-08,137.145,13513.18,2009 noviembre 08
2009-11-09,159.448,13513.18,2009 noviembre 09
2009-11-10,162.669,13513.18,2009 noviembre 10
2009-11-11,164.601,13513.68,2009 noviembre 11
2009-11-12,164.376,13513.68,2009 noviembre 12
2009-11-13,163.063,13513.68,2009 noviembre 13
2009-11-14,154.216,13513.68,2009 noviembre 14
2009-11-15,137.979,13513.68,2009 noviembre 15
2009-11-16,142.125,13513.68,2009 noviembre 16
2009-11-17,162.017,13513.68,2009 noviembre 17
2009-11-18,164.083,13513.68,2009 noviembre 18
2009-11-19,165.96,13513.68,2009 noviembre 19
2009-11-20,165.084,13513.68,2009 noviembre 20
2009-11-21,159.293,13513.68,2009 noviembre 21
2009-11-22,139.607,13513.68,2009 noviembre 22
2009-11-23,161.122,13513.68,2009 noviembre 23
2009-11-24,163.775,13513.68,2009 noviembre 24
2009-11-25,163.522,13513.68,2009 noviembre 25
2009-11-26,163.999,13513.68,2009 noviembre 26
2009-11-27,164.35,13513.68,2009 noviembre 27
2009-11-28,154.326,13513.68,2009 noviembre 28
2009-11-29,137.637,13513.68,2009 noviembre 29
2009-11-30,160.814,13513.68,2009 noviembre 30
2009-12-01,164.4,13508.88,2009 diciembre 01
2009-12-02,163.821,13508.88,2009 diciembre 02
2009-12-03,166.159,13508.88,2009 diciembre 03
2009-12-04,168.604,13508.88,2009 diciembre 04
2009-12-05,160.885,13508.88,2009 diciembre 05
2009-12-06,145.221,13508.88,2009 diciembre 06
2009-12-07,162.86,13508.88,2009 diciembre 07
2009-12-08,143.228,13508.88,2009 diciembre 08
2009-12-09,163.82,13508.88,2009 diciembre 09
2009-12-10,164.202,13508.88,2009 diciembre 10
2009-12-11,165.183,13508.88,2009 diciembre 11
2009-12-12,155.085,13508.88,2009 diciembre 12
2009-12-13,139.286,13508.88,2009 diciembre 13
2009-12-14,161.57,13508.88,2009 diciembre 14
2009-12-15,163.621,13508.88,2009 diciembre 15
2009-12-16,163.69,13508.88,2009 diciembre 16
2009-12-17,164.535,13508.88,2009 diciembre 17
2009-12-18,162.651,13508.88,2009 diciembre 18
2009-12-19,152.253,13508.88,2009 diciembre 19
2009-12-20,136.808,13508.88,2009 diciembre 20
2009-12-21,156.347,13508.88,2009 diciembre 21
2009-12-22,157.562,13508.88,2009 diciembre 22
2009-12-23,156.142,13508.88,2009 diciembre 23
2009-12-24,145.623,13508.88,2009 diciembre 24
2009-12-25,122.581,13508.88,2009 diciembre 25
2009-12-26,137.435,13508.88,2009 diciembre 26
2009-12-27,133.156,13508.88,2009 diciembre 27
2009-12-28,151.089,13508.88,2009 diciembre 28
2009-12-29,152.291,13508.88,2009 diciembre 29
2009-12-30,147.732,13508.88,2009 diciembre 30
2009-12-31,135.646,13508.88,2009 diciembre 31
2010-01-01,115.419,13509.7,2010 enero 01
2010-01-02,127.681,13509.7,2010 enero 02
2010-01-03,123.638,13509.7,2010 enero 03
2010-01-04,145.957,13509.7,2010 enero 04
2010-01-05,152.148,13509.7,2010 enero 05
2010-01-06,152.926,13509.7,2010 enero 06
2010-01-07,152.048,13509.7,2010 enero 07
2010-01-08,153.802,13509.7,2010 enero 08
2010-01-09,146.497,13509.7,2010 enero 09
2010-01-10,129.761,13509.7,2010 enero 10
2010-01-11,131.928,13509.7,2010 enero 11
2010-01-12,151.997,13509.7,2010 enero 12
2010-01-13,156.019,13509.7,2010 enero 13
2010-01-14,157.981,13509.7,2010 enero 14
2010-01-15,158.365,13509.7,2010 enero 15
2010-01-16,150.637,13509.7,2010 enero 16
2010-01-17,135.182,13509.7,2010 enero 17
2010-01-18,156.422,13509.7,2010 enero 18
2010-01-19,160.042,13509.7,2010 enero 19
2010-01-20,160.556,13509.7,2010 enero 20
2010-01-21,161.29,13509.7,2010 enero 21
2010-01-22,160.958,13509.7,2010 enero 22
2010-01-23,153.432,13509.7,2010 enero 23
2010-01-24,136.348,13509.7,2010 enero 24
2010-01-25,159.214,13509.7,2010 enero 25
2010-01-26,159.101,13509.7,2010 enero 26
2010-01-27,159.162,13509.7,2010 enero 27
2010-01-28,159.683,13519.2,2010 enero 28
2010-01-29,161.06,13519.2,2010 enero 29
2010-01-30,151.781,13519.2,2010 enero 30
2010-01-31,136.585,13519.2,2010 enero 31
2010-02-01,159.309,13519.2,2010 febrero 01
2010-02-02,162.196,13519.2,2010 febrero 02
2010-02-03,163.663,13519.2,2010 febrero 03
2010-02-04,166.24,13519.2,2010 febrero 04
2010-02-05,165.861,13519.2,2010 febrero 05
2010-02-06,155.098,13519.2,2010 febrero 06
2010-02-07,136.409,13519.2,2010 febrero 07
2010-02-08,161.471,13519.2,2010 febrero 08
2010-02-09,161.516,13519.2,2010 febrero 09
2010-02-10,161.144,13519.2,2010 febrero 10
2010-02-11,161.529,13519.2,2010 febrero 11
2010-02-12,161.934,13519.2,2010 febrero 12
2010-02-13,153.154,13519.2,2010 febrero 13
2010-02-14,136.432,13519.2,2010 febrero 14
2010-02-15,158.921,13519.2,2010 febrero 15
2010-02-16,161.689,13519.2,2010 febrero 16
2010-02-17,163.957,13519.2,2010 febrero 17
2010-02-18,164.418,13519.2,2010 febrero 18
2010-02-19,164.859,13519.2,2010 febrero 19
2010-02-20,155.369,13519.2,2010 febrero 20
2010-02-21,138.028,13519.2,2010 febrero 21
2010-02-22,163.78,13519.2,2010 febrero 22
2010-02-23,163.051,13519.2,2010 febrero 23
2010-02-24,162.302,13519.2,2010 febrero 24
2010-02-25,161.229,13519.2,2010 febrero 25
2010-02-26,159.898,13519.2,2010 febrero 26
2010-02-27,151.554,13519.2,2010 febrero 27
2010-02-28,135.505,13519.2,2010 febrero 28
2010-03-01,158.813,13519.2,2010 marzo 01
2010-03-02,162.112,13519.2,2010 marzo 02
2010-03-03,161.073,13519.2,2010 marzo 03
2010-03-04,161.232,13519.2,2010 marzo 04
2010-03-05,161.547,13519.2,2010 marzo 05
2010-03-06,152.975,13519.2,2010 marzo 06
2010-03-07,135.402,13519.2,2010 marzo 07
2010-03-08,157.719,13519.2,2010 marzo 08
2010-03-09,161.362,13519.2,2010 marzo 09
2010-03-10,165.044,13519.2,2010 marzo 10
2010-03-11,163.638,13516.2,2010 marzo 11
2010-03-12,164.73,13516.2,2010 marzo 12
2010-03-13,155.696,13516.2,2010 marzo 13
2010-03-14,136.13,13516.2,2010 marzo 14
2010-03-15,162.657,13516.2,2010 marzo 15
2010-03-16,165.491,13516.2,2010 marzo 16
2010-03-17,161.997,13516.2,2010 marzo 17
2010-03-18,160.461,13516.2,2010 marzo 18
2010-03-19,164.095,13516.2,2010 marzo 19
2010-03-20,155.84,13516.2,2010 marzo 20
2010-03-21,139.203,13516.2,2010 marzo 21
2010-03-22,141.319,13516.2,2010 marzo 22
2010-03-23,163.055,13516.2,2010 marzo 23
2010-03-24,166.063,13516.2,2010 marzo 24
2010-03-25,166.782,13516.2,2010 marzo 25
2010-03-26,166.769,13516.2,2010 marzo 26
2010-03-27,158.351,13516.2,2010 marzo 27
2010-03-28,140.502,13516.2,2010 marzo 28
2010-03-29,161.15,13516.2,2010 marzo 29
2010-03-30,161.208,13516.2,2010 marzo 30
2010-03-31,155.41,13516.2,2010 marzo 31
2010-04-01,130.292,13516.2,2010 abril 01
2010-04-02,122.493,13516.2,2010 abril 02
2010-04-03,135.477,13516.2,2010 abril 03
2010-04-04,131.676,13516.2,2010 abril 04
2010-04-05,157.078,13516.2,2010 abril 05
2010-04-06,159.369,13516.2,2010 abril 06
2010-04-07,160.404,13516.2,2010 abril 07
2010-04-08,158.805,13516.2,2010 abril 08
2010-04-09,160.318,13516.2,2010 abril 09
2010-04-10,151.63,13516.2,2010 abril 10
2010-04-11,135.449,13516.2,2010 abril 11
2010-04-12,156.459,13516.2,2010 abril 12
2010-04-13,159.666,13516.2,2010 abril 13
2010-04-14,157.967,13516.2,2010 abril 14
2010-04-15,159.2,13516.2,2010 abril 15
2010-04-16,160.309,13516.2,2010 abril 16
2010-04-17,152.11,13516.2,2010 abril 17
2010-04-18,136.533,13516.2,2010 abril 18
2010-04-19,159.854,13516.2,2010 abril 19
2010-04-20,161.003,13516.2,2010 abril 20
2010-04-21,162.879,13516.2,2010 abril 21
2010-04-22,165.55,13516.2,2010 abril 22
2010-04-23,166.732,13516.2,2010 abril 23
2010-04-24,157.69,13516.2,2010 abril 24
2010-04-25,140.365,13516.2,2010 abril 25
2010-04-26,160.691,13516.2,2010 abril 26
2010-04-27,163.247,13516.2,2010 abril 27
2010-04-28,162.098,13516.2,2010 abril 28
2010-04-29,161.826,13516.2,2010 abril 29
2010-04-30,160.055,13516.2,2010 abril 30
2010-05-01,139.112,13516.2,2010 mayo 01
2010-05-02,131.299,13516.2,2010 mayo 02
2010-05-03,155.599,13516.2,2010 mayo 03
2010-05-04,157.33,13516.2,2010 mayo 04
2010-05-05,158.699,13516.2,2010 mayo 05
2010-05-06,160.662,13516.2,2010 mayo 06
2010-05-07,162.622,13516.2,2010 mayo 07
2010-05-08,153.644,13516.2,2010 mayo 08
2010-05-09,134.571,13516.2,2010 mayo 09
2010-05-10,161.112,13516.2,2010 mayo 10
2010-05-11,163.466,13516.2,2010 mayo 11
2010-05-12,162.499,13516.2,2010 mayo 12
2010-05-13,162.619,13516.2,2010 mayo 13
2010-05-14,163.939,13516.2,2010 mayo 14
2010-05-15,155.568,13535.6,2010 mayo 15
2010-05-16,138.385,13535.6,2010 mayo 16
2010-05-17,140.827,13535.6,2010 mayo 17
2010-05-18,164.972,13535.6,2010 mayo 18
2010-05-19,166.176,13535.6,2010 mayo 19
2010-05-20,164.772,13535.6,2010 mayo 20
2010-05-21,161.267,13535.6,2010 mayo 21
2010-05-22,153.354,13535.6,2010 mayo 22
2010-05-23,135.85,13535.6,2010 mayo 23
2010-05-24,158.658,13535.6,2010 mayo 24
2010-05-25,160.745,13535.6,2010 mayo 25
2010-05-26,160.809,13535.6,2010 mayo 26
2010-05-27,158.191,13545.1,2010 mayo 27
2010-05-28,156.61,13545.1,2010 mayo 28
2010-05-29,149.313,13545.1,2010 mayo 29
2010-05-30,132.536,13545.1,2010 mayo 30
2010-05-31,156.585,13545.1,2010 mayo 31
2010-06-01,158.102,13565.0,2010 junio 01
2010-06-02,157.147,13565.0,2010 junio 02
2010-06-03,158.729,13565.0,2010 junio 03
2010-06-04,163.829,13565.0,2010 junio 04
2010-06-05,157.027,13565.0,2010 junio 05
2010-06-06,140.07,13565.0,2010 junio 06
2010-06-07,141.75,13565.0,2010 junio 07
2010-06-08,162.435,13565.0,2010 junio 08
2010-06-09,159.85,13565.0,2010 junio 09
2010-06-10,161.03,13565.0,2010 junio 10
2010-06-11,161.228,13565.0,2010 junio 11
2010-06-12,154.633,13565.0,2010 junio 12
2010-06-13,135.985,13565.0,2010 junio 13
2010-06-14,138.447,13565.0,2010 junio 14
2010-06-15,159.64,13565.0,2010 junio 15
2010-06-16,162.551,13565.0,2010 junio 16
2010-06-17,164.842,13565.0,2010 junio 17
2010-06-18,165.16,13565.0,2010 junio 18
2010-06-19,150.274,13565.0,2010 junio 19
2010-06-20,129.815,13565.0,2010 junio 20
2010-06-21,154.976,13565.0,2010 junio 21
2010-06-22,157.395,13565.0,2010 junio 22
2010-06-23,160.366,13565.0,2010 junio 23
2010-06-24,161.197,13565.0,2010 junio 24
2010-06-25,161.3,13565.0,2010 junio 25
2010-06-26,152.671,13565.0,2010 junio 26
2010-06-27,132.154,13565.0,2010 junio 27
2010-06-28,154.666,13565.0,2010 junio 28
2010-06-29,158.639,13565.0,2010 junio 29
2010-06-30,159.67,13565.0,2010 junio 30
2010-07-01,157.719,13565.0,2010 julio 01
2010-07-02,157.096,13565.0,2010 julio 02
2010-07-03,150.31,13565.0,2010 julio 03
2010-07-04,130.927,13565.0,2010 julio 04
2010-07-05,134.18,13565.0,2010 julio 05
2010-07-06,155.437,13565.0,2010 julio 06
2010-07-07,157.139,13565.0,2010 julio 07
2010-07-08,156.44,13565.0,2010 julio 08
2010-07-09,155.92,13565.0,2010 julio 09
2010-07-10,148.815,13565.0,2010 julio 10
2010-07-11,132.187,13565.0,2010 julio 11
2010-07-12,159.527,13565.0,2010 julio 12
2010-07-13,162.176,13565.0,2010 julio 13
2010-07-14,164.535,13565.0,2010 julio 14
2010-07-15,162.065,13565.0,2010 julio 15
2010-07-16,157.731,13565.0,2010 julio 16
2010-07-17,147.732,13565.0,2010 julio 17
2010-07-18,132.912,13565.0,2010 julio 18
2010-07-19,154.048,13565.0,2010 julio 19
2010-07-20,138.55,13565.0,2010 julio 20
2010-07-21,162.661,13565.0,2010 julio 21
2010-07-22,164.02,13565.0,2010 julio 22
2010-07-23,165.479,13565.0,2010 julio 23
2010-07-24,157.666,13565.0,2010 julio 24
2010-07-25,141.586,13565.0,2010 julio 25
2010-07-26,163.111,13567.6,2010 julio 26
2010-07-27,162.718,13567.6,2010 julio 27
2010-07-28,159.145,13567.6,2010 julio 28
2010-07-29,159.58,13567.6,2010 julio 29
2010-07-30,158.943,13567.6,2010 julio 30
2010-07-31,149.304,13567.6,2010 julio 31
2010-08-01,131.687,13567.6,2010 agosto 01
2010-08-02,157.568,13567.6,2010 agosto 02
2010-08-03,160.469,13567.6,2010 agosto 03
2010-08-04,161.65,13567.6,2010 agosto 04
2010-08-05,161.628,13567.6,2010 agosto 05
2010-08-06,160.333,13567.6,2010 agosto 06
2010-08-07,140.22,13567.6,2010 agosto 07
2010-08-08,132.773,13567.6,2010 agosto 08
2010-08-09,158.509,13567.6,2010 agosto 09
2010-08-10,164.241,13567.6,2010 agosto 10
2010-08-11,163.26,13567.6,2010 agosto 11
